title,author,publish_date,keywords,description
내 카톡이 스팸·보이스피싱 통로?…10대 노리는 신종 해킹 주의 / KBS 2021.09.03.,KBS News,2021-09-03,"['카카오톡', '스팸', '보이스피싱', '인스타그램', '홍보', '협찬비', '사칭', '쇼핑몰', '홈페이지', '청소년', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '뉴스7']","요즘 인스타그램 같은 SNS에서 제품을 홍보하는 게시물을 자주 볼 수 있는데요, 홍보 대가를 미끼로  카카오톡 계정을 가로채, 불법 주식 정보방 운영에 사용하는 신종 해킹 범죄가 잇따르고 있습니다. 피해자들은 대부분 10대 청소년이었습니다.

 [리포트]

 인터넷 쇼핑몰을 운영하는 김 모 씨.

 최근  자신의 카카오 계정을 돌려달라는 황당한 메일을 받았습니다.

 누군가 이 쇼핑몰 제품을  인스타그램에서 홍보해주면 협찬비 30만 원을 주겠다고 접근해 카카오 계정만 가로채갔다는 겁니다.

 [사칭 피해 업체 관계자/음성변조 : ""자기 아직 학생인데 어떡해요, 이러면서 저희한테 해결해달라고...(사기에 쓰인) 계정에 저희 쇼핑몰 홈페이지 주소도 같이 있었어요. 그래서 정말 그럴싸하게...""]

 쇼핑몰을 사칭한 가짜 사이트였습니다.

 지금까지 이 쇼핑몰과 관련된 제보만 100여 건,  이 가운데 20여 명은 협찬비를 주겠다는 말에 속아 카카오톡 계정을 고스란히 넘겨줬습니다.

 대부분 청소년입니다.

[카카오톡 계정 탈취 피해자/음성변조 : ""회사 전화번호를 달라고 했어요. 그 번호가 (실제로) 있길래 저는 믿고 (아이디와 비밀번호를) 보냈는데, 전화해보니까 전화기가 꺼져있다고 나오더라고요.""]

 이렇게 탈취된 계정은 불법 주식 정보방으로 초대하는 스팸 발신용으로 활용되거나,  채팅방에서 실제 수익을 올린 것처럼 연기하는 '바람잡이' 계정으로 사용됐습니다.

 사기 행각에 사용된 쇼핑몰 인스타그램 계정은 이름만 바꿔  여전히 운영되고 있습니다.

 잇따르는 신고에도 인스타그램 측이 ""검증이 필요하다""며 한달 가까이 방치하고 있기 때문입니다.

 [윤창현/국회 정무위원회 위원 : ""카톡을 통한 개인정보 유출, 불법 스팸톡 이 부분에 대한 컨트롤타워는 현재 갖춰지지 않은 상탭니다. 이게 잘못되면 개인정보, 금융정보까지 유출이 되고 금융사기까지 이어질 수 있기 때문에...""]

 탈취된 개인정보로 또 다른 2차 범죄를 저지르는 수법이 확산하고 있지만, 관련 업계의 미온적인 태도에 피해자들은 계속 늘고 있습니다.

 KBS 뉴스 옥유정입니다.

 촬영기자:김연수 김상민/영상편집:박주연

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=5271873

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#카카오톡 #스팸 #보이스피싱"
지능적 보이스피싱에 18억 뜯겨…“가상화폐 1인 최대피해 추정” / KBS 2021.09.02.,KBS News,2021-09-02,"['보이스피싱', '가상화폐', '피해 금액', '비대면 조사', '검사 사칭', '피싱', '비트코인', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '뉴스7']","보이스피싱 일당에 18억 원을 뜯겼다는 신고가 접수돼 경찰이 수사에 나섰습니다. 피해금액의 대부분은  가상화폐로 빼돌렸습니다.

 [리포트]

 제보자 A 씨의 남편은 지난달 자신이 3백억 대 사기에 연루됐다는 전화를 받았습니다.

 자신을 검사라고 밝힌 남성은  약식으로 비대면 조사를 받으라고 말했습니다.

 [당시 피해자 통화 내용/음성변조 : ""현장에서 OOO씨 통장 두 점이 발견이 됐어요. 범죄에 사용이 됐기 때문에….""]

 [피해자 가족/음성변조 : ""실제로 (인터넷에) 쳐보면 검사 이름이 있습니다. '비대면 수사가 이뤄지고 있다, 요구하면 출두할 수도 있으니까 그렇게 알고 있으라'고 했고….""]

 이후 3주 동안 메신저를 통해 대화가 이어졌고,  가짜 공소장까지 받았습니다.

 이들 일당이 검사와 금융감독원 관계자를 사칭해 국고 환수 절차라는 명목으로 3주 동안 뜯어낸 돈은 약 18억 원.

 피해자는 이 가운데 15억을 대출받기까지 해 한 달 이자만 2천만 원을 내야 할 처지입니다.

 사기범들은 17억 원가량을 비트코인으로 보내게 했는데, 보이스피싱 가상화폐 피해 사례 가운데 1인 기준으로는 가장 큰 액수로 알려졌습니다.

 이들은 또  피해자의 직장 동료 이름까지 언급하며 속여 현금 1억 원을 뜯어내기도 했습니다.

 경찰은 피해자 계좌에 다른 피해자도 수억 원을 입금한 것으로 확인했습니다.

 [이권수/충남경찰청 반부패경제범죄수사대장 : ""수거책에 대한 동선을 추적하고 있으며 가상화폐 거래소 등에 대한 압수수색을 통해 가상화폐의 흐름을 추적하는 등 범인 검거에….""]

 경찰은 정확한 범행 경위와  추가 피해 여부를 조사할 계획입니다.

 KBS 뉴스 한솔입니다.

 촬영기자:신유상 송혜성

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=5271012

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#보이스피싱 #가상화폐 #피해금액"
"070 말고 010, 더 교묘해진 보이스피싱",전자신문 etnews,2019-09-10,"['보이스피싱', '070', '010']",최근 보이스피싱 목적으로 발신 전화번호를 거짓 표시하는 행위가 빠르게 확산되고 있다.  070으로 시작되는 번호나 1588-XXXX로 걸려오는 전화가 아니라도 철저한 확인이 필요하다.
보이스피싱 악성앱이 내 폰에 설치 되었는지 바로 확인하는 방법 (부모님폰에 꼭 설치해주세요!),3분 정보,2022-01-07,"['3분', '뉴스', '시사', '정치']","내 폰에 보이스피싱 악성앱이 설치 되었는지 자가진단 하는 방법
(부모님폰에 꼭 설치해주세요!)

보이스피싱이 극성입니다. 
경찰청에 따르면 지난 10년 간 보이스피싱 피해 금액이 무려 3조2천억원에 달한다고 합니다.
특히 이러한 피싱은 50대 이상의 장년층 피해자가 대부분이며, 대부분 특별 대출을 해준다거나, 
또는 자식을 사칭하며 정상적인 판단이 어렵도록 혼란을 주는 방식을 사용하고 있습니다. 
최근에는 해외 결제 승인 문자를 보내 놓고 취소를 유도하는 척 
악성앱을 설치하게 하는 방법까지 나오고 있습니다.

이러한 보이스피싱은 검거도 어렵고, 피해금액 환급율도 매우 낮은 상황이기 때문에 
무조건 피해를 당하지 않도록 예방하는 것이 최선인 상황입니다.
특히 악성앱이 일단 핸드폰에 설치가 되어버리고 나면, 
그때부터는 내가 핸드폰에 입력하는 아이디, 비밀번호 등이 모두 사기범들에게 보여지게 되고, 
은행 고객센터로 전화를 걸어도 사기꾼들에게 전화가 가도록 되어버리기 때문에, 
이때부터는 웬만한 사람은 보이스피싱인지 알아채기가 너무나 어려운 상황이 되어버리고 맙니다. 
그래서 더더욱 악성앱이 설치가 되어 있는지 정기적으로 확인하는 습관이 필요한데요.

그래서 오늘 소개시켜 드릴 앱은 바로 시티즌코난과 피싱아이즈, 두 가지입니다.

먼저 시티즌코난은 경찰에서 직접 개발한 피싱앱 탐지앱입니다. 
경찰대학과 민간 보안업체가 협업하여 개발하였기 때문에 아무래도 조금 더 믿음이 갑니다. 
사용 방법은 매우 간편해서 앱을 실행하시고, 
메인 화면의 ‘악성앱 검사’ 버튼을 눌러주시기만 하면 됩니다.

앱 기능이 너무 간단해서 걱정이신 분들에게는 ‘피싱아이즈’라는 앱을 추천 드립니다. 
이 앱에는 ‘문자 의심 키워드 발췌’, ‘통화 음성 키워드 발췌’, 
사기꾼이 유도해서 설치한 ‘백그라운드 악성앱 탐지’, 
그리고 사기로 판명된 정보를 제휴 금융사에 실시간으로 공유가 되는 기능까지 가지고 있습니다. 

자, 그렇다면 지금 당장, 부모님 스마트폰에도 이 두 개 앱 설치 링크를 보내주시길 바라며, 
아울러 의심스러운 문자가 있다면 절대 어떠한 링크도 클릭하시면 안된다는 점. 
꼭 유념하시길 바랍니다.

마지막으로 보이스피싱을 포함한 온갖 사기꾼놈들. 
모두 싸그리 다, 잡혀 들어가는 그 날을 기원합니다."
(중요!!)보이스피싱 당할 뻔 했습니다..다들 조심하세요..(설명란에 자세한 내용 있음),ART song  Lyricist  &  writer,2022-06-08,[],"그동안은 나는 주로 스팸이나 홍보전화만 왔는데 오늘 아침에 갑자기 국제전화 같은 번호의 문자가 2개나 왔다..

난 지금까지 이런 보이스피싱 문자 받아본 적 없었는데 어디서 내  정보가 중국으로 팔린건지 순간 낚일 뻔 했다..

찾아보니 나만 이런 문자 받은 게 아니고 많은 사람들이 나와 비슷한 문자를 받았다고 했다..

이게 신종 보이스피싱 수법이라고 한다..

몇일 전에는 모르는 번호로 전화오길래 안 받았더니 누군가 소리샘에 음성을 남겼고 들어보니 알아들을 수 없는 이상한 말을 했다..

중국 조선족 같은 느낌..

보통은 소리샘에 음성 잘 안 남기는데 음성까지 남긴 이상한 아저씨인지 할아배 같은 남자 목소리..


난 해외직구로 물건도 전혀 산 적도 없고 명품 하나 안 사는 검소한 사람인데 저런 문자로 낚시를 하는 보이스피싱범들은 모두 사형시켜야 한다고 생각한다..

심지어 저 소비자보호원 전화도 가짜라서 절대 전화하면 안된다고 한다..

그동안에는 뉴스에서만 보던 보이스피싱범들이 이젠 내게도 낚시하려고 하다니 정말 무서운 세상이다...

앞으로 이런 번호로 오는 문자나 전화는 무조건 받지 말고 수신차단 해야겠다...

정말 너무 소름끼치고 무섭다...

다들 속지 말고 이런 문자나 전화 오면 무조건 차단시키세요..

이런 보이스피싱 연락 한번도 없었던 저한테도 이제 연락이 오네요..

어디서 내 정보를 알고 낚시질인지 모르겠지만 다음에 한번 또 이런 일 생기면 그땐 강력 대응할 것임!!"
(실제)보이스피싱범 당황시켜 버린 순진한 간호대학생,로이어프렌즈 - 변호사 친구들,2020-08-12,"['판사', '검사', '로이어프렌즈', '로프', '변호사', '형사전문변호사', '의학전문변호사', '검사파워', '프렌즈', '닥터프렌즈', '변호사프렌즈', '변프', '박성민', '이경민', '손병구']","일상과 멀리 떨어져 있다고 느꼈던 법률!
알고 보면 우리 생활의 많은 부분들이 법과 함께 하고 있습니다.  
친구같은 변호사들이 들려주는 쉽고 재미있는 법률 이야기. 걱정 없고 평안한 사회를 위해 노력합니다.

-로이어프렌즈-

구독은 무죄입니다♥"
[부산]'진화하는 보이스피싱'...이동 중계기 설치,우리동네 B tv 부산,2021-06-14,"['SK브로드밴드', 'SK브로드밴드부산방송', 'SK', '브로드밴드', 'skbroadband', '부산방송', '브로드밴드방송']","[앵커멘트]

보이스피싱을 통해 70억 원을 가로챈 일당이 경찰에 붙잡혔
습니다.

이들은 경찰의 단속을 피하기 위해 차량에 일명 전화번호를
바꿔주는 기계인 불법 중계기를 설치해 이동하며서 범행을 저
질러 온 것으로 드러났습니다.

박철우 기자입니다.

=========================================
[리포트]
승합차 한대가 이동합니다.

경찰이 뒤쫓아 차량 안을 수색해보니 불법 중계기가 발견됩니
다.

중계기는 불특정 다수에게 전화를 걸 때 사용하는 핵심 기기.

인터넷을 통해 전화를 걸 수 있을 뿐 아니라, 발신 번호를
바꾸는 기능이 있습니다.

중국 국적 42살 A 씨 등은 이 중계기 부품을 국내로 들
여와 조립한 뒤 차량에 설치했습니다.

INT) 김재한 / 부산경찰청 금융범죄수사팀장 - 경찰 단
속을 피하기 위해서 중계기를 차량에 싣고 이동을 하면서 경
찰 단속을 피해왔던 것으로 확인되었습니다.

설치된 중계기는 모두 6대.

1대에 30개 정도의 전화번호를 바꿀 수 있습니다.

S/U) 박철우 기자/nicepark61@sk.com -
이들은 이 불법 중계기를 차량에 설치해 이동하면서 070인
터넷 전화번호를 010휴대전화번호로 바꿔 범행을 이어갔습니다.

바뀐 전화번호에 속아 넘어간 피해자만 300여 명.

피해자 중에는 위조된 공문서와 악성앱을 이용하는 수법에 속
아 9천만 원을 건네는 등 피해 금액만 70억 원에 이릅니
다.

INT) 보이스피싱 피해자(음성변조) - 수사 목적으로 범
인 검거를 위해서 계좌추적을 진행해야한다고 하니까...지금
생각하면 얼토당토 안하는데...

경찰은 보이스피싱 콜센터 4개 조직 상담원 등 31명을 붙
잡아 이 가운데 21명을 구속했습니다.

또 차량 1대와 불법 중계기 29대 등도 압수했습니다.

B tv 뉴스 박철우입니다.
영상취재 박동욱"
100만원~300만원에 통장을 양도하면 보이스피싱이다!대출받는 줄 알았는데 대포통장 사기였다!,법사이다,2019-11-25,"['보이스피싱', '대출사기', '대포통장']","자발적으로 범죄에 가담하는 사람도 있지만, 취직을 했다고 생각하고 급여를 받기 위해 통장을 넘기는 사람도 있습니다. 빈번하게 발생하는 시나리오를 알려드립니다. 

더 자세한 문의는 02-521-2772로 전화바랍니다. 상담은 유료입니다."
이러면 100% 보이스피싱! - '공공기관 사칭' 최신 시나리오,whoscall후스콜,2015-08-19,[],"경찰청과 세계 1위 스팸차단앱 [후스콜]이 함께하는 전화금융사기 예방캠페인! 지금 '최신 시나리오'영상을 보고, 보이스피싱 원천봉쇄를 위한 스팸차단앱 [후스콜]을 꼭 설치하세요! ▶내 폰에 차단 설정하기 : http://bit.ly/1K1ImSS  ▶보이스피싱과의 전쟁! 캠페인 바로가기 : http://event.whoscall.com/NPA2015/"
보이스피싱 실제통화 범인을 아시는분 제보하세요,잔잔tv,2020-08-01,"['보이스피싱통화', '보이스피싱실제통화', '보이스피싱그놈목소리', '보이스피싱목소리', '보이스피싱범인', '보이스피싱실제통화목소리', '보이스피싱피해신고', '보이스피싱현상금', '보이스피싱통화소리', '보이스피싱', '보이스피싱신고', '보이스피싱 실제통화']","#보이스피싱실제통화#하는 중국인이 아닌 한국범죄자 목소리 현상금까지 걸린 목소리

구독좋아요 힘낼수있게 눌러주세요^^"
목소리에도 지문이…보이스피싱범 과거 범행 찾아내 / 연합뉴스TV (YonhapnewsTV),연합뉴스TV,2017-05-18,"['Yonhapnews TV', 'News', '실시간', 'Live', '생방송', '뉴스']","목소리에도 지문이…보이스피싱범 과거 범행 찾아내

[앵커] 

경찰이 지문이나 유전자처럼 사람마다 다른 목소리를 분석해 보이스피싱 사기단의 과거 범행을 밝혀냈습니다. 

그동안 신고된 수천 건의 음성 파일이 있었기에 가능했습니다. 

정윤덕 기자입니다.

[기자]

[보이스피싱 사기범 목소리] ""혹시라도 불법성 자금이 본인한테 포함돼 있는 것으로 확인된다면…""

최근 구속된 보이스피싱 일당이 피해자와 통화하며 남긴 목소리입니다.

경찰이 이 목소리를 분석한 결과 2015년 11월 1천700만원을 받아 챙기려다 미수에 그친 사기범의 목소리와 일치했습니다.

1년 6개월 넘게 범인을 찾지 못했던 사건이 해결되는 순간이었습니다.

107명으로부터 6억원을 받아 챙긴 혐의로 보이스피싱 일당 27명을 구속한 경찰이 이렇게 목소리 분석을 통해 과거 범행 20건을 추가로 밝혀냈습니다.

피해자들이 신고한 녹음 파일을 실제 수사에 활용해 여죄를 입증한 첫 사례입니다.

[노세호 / 충남경찰청 지능범죄수사대장] ""이미 축적된 음성 자료를 토대로 과거의 범행까지 철저히 규명된다면 범인들에게 상당한 심리적 위축을 가할 수 있고 이로 인해 보이스피싱 범죄가 억제될 것으로 기대합니다.""

금융감독원은 보이스피싱 사기범들의 목소리 파일 수천 개를 보유하고 있습니다.

이 파일들을 붙잡힌 범인의 목소리와 비교하면 과거의 범행까지 낱낱이 밝혀낼 수 있는 것입니다.

[박남인 / 국립과학수사연구원 연구사] ""깨끗한 음성에 대해서는 98% 정도의 정확도를 보이고 채널 잡음이나 주변 잡음에 따라 차이가 나더라도 90% 정확도를 보입니다.""

금감원은 결정적 제보자에게 1천만원의 포상금을 걸고 적극적인 '그 놈 목소리' 신고를 당부하고 있습니다.

연합뉴스TV 정윤덕입니다.

연합뉴스TV : 02-398-4441(기사문의) 4409(제보), 카톡/라인 jebo23

▣ 연합뉴스TV 유튜브 채널 구독
https://goo.gl/VuCJMi
▣ 대한민국 뉴스의 시작 연합뉴스TV / Yonhap News TV
http://www.yonhapnewstv.co.kr/"
남의 휴대폰 원격조종 '보이스피싱'…경찰이 피해 막아 / JTBC 뉴스룸,JTBC News,2022-11-10,"['genre:사회', 'format:리포트', 'type:방송', 'source:영상', 'series:뉴스룸', 'person:이승환']","남의 휴대전화를 원격으로 조종해 가상화폐를 사들이는 방식으로 돈을 가로채는 보이스피싱 수법이 있습니다. 한 시민은 1억원 넘게 피해를 볼 뻔 했는데 경찰관의 도움으로 막았습니다.

▶ 기사 전문 https://news.jtbc.co.kr/article/article.aspx?news_id=NB12091507
▶ 뉴스룸 다시보기 (https://bit.ly/2nxI8jQ)

#이승환기자 #JTBC뉴스룸

☞JTBC뉴스레터 구독하기 (https://bit.ly/3IOFY5H) 
☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)

#JTBC뉴스 공식 페이지
(홈페이지) https://news.jtbc.co.kr
(APP) https://news.jtbc.co.kr/Etc/SmartPhoneReport.aspx

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://news.jtbc.co.kr/Etc/InterNetReport.aspx
방송사 : JTBC (https://jtbc.co.kr)"
보이스피싱 당한 썰 풉니다.,김호일,2022-03-21,"['보이스피싱', '대성물류', '법학과']","구래서 중요한 걸 말을 안 했는데, 결국은 118에 전화하고 2번 누르면 원격으로 검사 받을 수 있습니다. 근데 맥은 안되고 윈도우 체제만 된답니다.
맥이나 아이폰은 이미 바이러스? 뭐 이런 거 까다로워서 다운 자체가 안 돼서 그냥 제 선에서 지우면 된답니다. 지우고 끝~~"
[그놈목소리 UCC] 검찰수사관 사칭_횡설수설 보이스피싱,금융감독원(FSS Korea),2015-08-30,"['금감원', '금융감독원', '보이스피싱', '피싱', '파밍', '금융사기', '사기', '스미싱', '대포통장', '통장', '카드번호', '비밀번호', 'CVC', '계좌번호', '계좌', 'ATM', '보안카드', '민증', '주민등록번호', '주민번호', '주민', '우리은행', '우리', '은행', '국민은행', '국민', '신한은행', '신한', '부산은행', '광주은행', '하나은행', '하나', '농협', '신협', '수협', '경찰청', '경찰', '검찰청', '검찰', '수사']","금융감독원 보이스피싱 지킴이
보이스피싱 피해예방과 구제를 위한 전용 홈페이지
☞ http://phishing-keeper.fss.or.kr

보이스피싱 예방을 위해 영화 '함정'과 함께합니다.
☞ http://www.facebook.com/joyncontents"
보이스피싱의 진화? '대면 보이스피싱' 적발,부산일보,2016-10-14,"['부산', '부산일보', '전화', '금융', '사기', '보이스피싱', '대면보이스피싱', '대포통장', '강화', '큰돈', '신종 수법', '지연인출제도', '금정경찰서', '환전책', '현지총책', '2명', '지명수배', '수사관', '행세', '중국', '사업실패', '현급', '1억 5천만원', '신분 노출', '경찰', '직원', '피해자', '추가범행', '공조수사']","부산일보 동영상 Btube 채널1 구독하기 ☞ http://goo.gl/Nu46ky

자신을 경찰 등으로 속여 전화금융사기(보이스피싱)를 벌이고, 수사관에게 돈을 맡기라고 속여 피해자를 직접 만나 돈을 가로채는 일명 '대면형 보이스피싱' 일당이 경찰에 붙잡혔다. 
 
최근 대포통장 단속이 강화된 데다가 큰돈을 한 번에 인출하지 못하도록 하는 '지연인출제도'가 시행되면서 이 같은 신종 수법이 등장한 것으로 경찰은 보고 있다.
 
부산 금정경찰서는 김 모(37) 씨 등 3명을 사기 혐의로 구속하고, 중국에 있는 현지 총책과 환전책 등 2명을 지명수배했다고 14일 밝혔다. 

경찰에 따르면 김 씨 등은 지난 3월 2일 금정구 금사동에 사는 이 모(78·여) 씨에게 전화를 걸어 ""개인정보가 도용돼 전화가 개설됐다. 통장에 있는 돈이 빠져나갈 수 있으니 은행 예금을 모두 찾아놓고, 수사관에게 맡겨라""고 속였다.

이에 속은 이 씨가 은행에서 예금 1000만 원을 인출해 보관하고 있다가 경찰 수사관 행세를 한 김 씨를 만나 돈을 건넸다. 

김 씨 등은 이 같은 수법으로 올해 3월 초부터 4월 말까지 서울, 경기, 부산지역 피해자 6명에게서 1억5000만 원을 직접 건네받아 이를 모두 환치기 수법으로 중국 총책에게 송금한 혐의를 받고 있다. 

경찰 조사 결과 김 씨는 사업 실패로 과다한 채무를 지게 되자 손쉽게 돈을 벌기 위해 지인의 소개로 보이스피싱 범죄에 가담하게 됐다. 김 씨는 보이스피싱 피해자들을 직접 만나 현금을 건네받아서 이를 중국에 전달하는 대가로 피해금의 5%인 750만 원 상당을 받아 챙겼다. 

금정경찰서 지능팀 관계자는 ""최근 대포통장 감시·단속이 강화되고, 지연인출제도로 큰돈을 찾는 과정이 까다로워져 기존 보이스피싱 범행이 쉽지 않을 것""이라면서 ""보이스피싱 피해자가 돈을 부치더라도 돈을 인출하면서 신분이 노출될 가능성이 커지자, 경찰이나 금융기관 직원 등으로 속여 피해자를 직접 만나서 현금을 건네받는 신종 수법을 사용했다""고 설명했다. 

경찰은 이들의 추가 범행이 더 있을 것으로 보고 여죄 수사를 하는 한편 중국에서 콜센터를 운영하는 총책을 검거하기 위해 인터폴에 공조수사를 요청할 계획이다. 

민소영 기자 mission@ 
멀티미디어부 장다원 대학생인턴 multi@"
보이스피싱 실제통화 내용. 범인이 말을 이어가지 못하는 상황. 경찰 신고내용.,홍은결TV,2021-09-15,"['보이스피싱', '보이스피싱공모전', '보이스피싱실제목소리', '보이스피싱신고', '보이스피싱환불방법']","별다른 반응없이, "" 네.아니요""만 대답하자 당황하는 법인~ㅎ
보이스피싱 피해 예방 컨텐츠  공모전에 ""그 놈 목소리""를 응모해 보세요.
금융감독원 보이스피싱 예방 공모전 실시
#보이스피싱실제목소리#보이스피싱공모전#보이스피싱신고방법."
신종 보이스피싱 차단법 #shorts,정보퀸,2022-05-24,"['가족번호보이스피싱', '보이스피싱차단법', '보이스피싱방지', '보이스피싱방지방법']",신종 보이스피싱 차단법 #shorts
보이스피싱 피해 ‘역대 최대’ 7천억 원…대면편취 5배↑ / KBS 2021.07.03.,KBS News,2021-07-03,"['보이스피싱', '피해 7천억원', '보이스피싱 피해', '보이스피싱 뉴스', '범죄 분석', 'KBS뉴스', 'KBS 뉴스', 'KBS NEWS', 'KBS', '뉴스', '뉴스9']","보이스피싱, 이제 정말  흔한 범죄가 돼 버렸죠. 정부가  강력 대응하겠다고 나섰지만 피해 금액은 계속 늘어, 지난해 역대 최대인 7천억 원을 기록했는데요. 게다가  코로나19 상황임에도 직접 대면해서 돈을 건네받는  피해 사례가 급증했습니다.

윤봄이 기자의 보돕니다.

 [리포트]

 [보이스피싱 실제 음성 : ""여기 서울중앙지검이고요. 이도현 수사관입니다. 지금 본인 앞으로 명의도용 사건이 접수됐어요.""]

 [보이스피싱 실제 음성 : ""정부 지원 상품이고요. 대환 대출이에요, 고객님.""]

 정부가 보이스피싱을  '민생침해범죄'로 보고 강력 대응하겠다고 나섰지만, 피해 금액은 계속 늘고 있습니다.

 2017년부터는 매년 '최대' 기록을 쓰더니, 지난해 사상 최대치인 7천억 원에 달했습니다.

 별도로 분류되고 있는 메신저 피싱까지 더하면 7천5백억 원입니다.

 코로나 상황인데도 계좌로 이체하는 수법은 줄고, 직접 만나 돈을 전달받는 '대면편취형' 수법이 오히려 5배로 늘었습니다.

 저금리 대출로 바꿔 주겠다는 말에 당한 이 회사원도 1억 원이 넘는 현금을 직접 찾아 건넸습니다.

 [보이스피싱 피해자 : ""(은행에서) 돈을 천만 원 이상 안 해 주잖아요. 혹시 뭐라고 하면 벤츠를 현찰 주고 산다고 그렇게 얘기해라...""]

 [김정현/금융감독원 불법금융대응단 : ""계좌이체형 사기는 기존에 지급정지 제도라든가 지연이체 제도 등 피해를 예방하고 구제하는 제도가 갖춰져 있기 때문에 사기범들이 그것을 우회하기 위해서 최근에는 대면편취형 사기를 집중 공략하고 있기 때문에...""]

 보이스피싱범들은 얼마나 잡히고 있을까?

 지난해 초 20대 취업준비생을 죽음으로 내몬 '김민수 검사'.

 [보이스피싱 실제 음성 : ""여기는 서울중앙지방검찰청 첨단범죄수사팀 팀장을 맡고 있는 김민수 검사예요.""]

 지난 3월 검거되기까지 1년 넘게 걸렸습니다.

 [이지완/부산경찰청 강력범죄수사대 : ""항공기 탑승객 명단 만여 명의 여권 사진과 출입국 내역을 대조해 나가면서 결국 김민수 검사를 사칭한 범인을 특정할 수 있었습니다.""]

 경찰이 지난해 검거한 보이스피싱범 3만 9천여 명 대다수는 인출책, 수거책 같은 하부 조직원, 그리고 계좌를 넘겨준 사람들.

 '김민수 검사' 같은 조직 상선은 검거 인원의 2%에 불과합니다.

 [김현수/경찰청 금융범죄수사계장 : ""실제로 총책들하고 콜센터 같은 경우에는 중국에서 운영을 하기 때문에 외국에서 경찰력은 한계가 있는 부분이 있습니다. 경찰도 올해부터는 본청하고 지방 시도 경찰청에서 직접 (수사 전담) 조직을 구성해서 국제공조를 포함해 조직을 쫓겠다는 부분입니다.""]

 지난 한 해 발생한 보이스피싱 범죄는 메신저피싱까지 더해서 4만 4천여 건.

 하루 121명, 12분마다 1명이 당하고 있는 셈입니다.

 KBS 뉴스 윤봄이입니다.

 촬영기자:조영천/영상편집:이종환

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=5224677

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#보이스피싱 #분석 #범죄"
[김라희] 실제상황!! 보이스피싱을 피싱한다 (후반대박 말 겁나잘함),KIMRAHEE김라희,2015-02-08,"['보이스피싱', '김라희', '낚시', '전화', '장난전화']","전화가 와서 실제 보이스 피싱임을 감지 제가 실제 녹음을 하였습니다 ㅋㅋㅋ (저는 평소에 말하는게 특기거든요...)
 
초반에 대본을 읽다가 나중에 정말 능수능란하게 말을 잘하는 보이스피싱! 내 개인정보를 얼마나 알고 있는지.. 정말 대단하고 신기하네요 다들 쫄지 말고 그냥 끊으시면 됩니다. 저처럼 시간낭비 하지마세요 ㅋㅋㅋ 참고로 저는 뜨개질 유튜버 입니다.

영상편집 : 하텍"
형사에게 걸려온 보이스피싱,경찰청,2015-05-11,"['보이스피싱', '경찰', '경찰청', '형사', '경찰관', '금융사기']",역사기 레전드ㅋㅋㅋ
