Index,Text
7,이해 하신 맞으세요 수고 신경
8,수정 되신 고객 신용 정보 저희 은행 연합 전산 등재 건데 그러면은 고객 상담 등급 되시는 거고 그다음 저희 달금 이상 받아 보셨다록 처리 드릴 예요 근데 여기 중요한 개월 신용 관리 드린다고서 말씀드렸는데 사이 정도 공부 중이 생겨요 하시냐 저희 정보 수정 드리지만 지금 쓰고 계신 대출 정보 대해 저희 변경 처리 불가능합니다 그래서 일단 저희 잠금 받아 보시 상환 하실 거고 완납 하셨다고 증빙 하시면 저희 받아 이력 대해 서까지 없애 드리고 아시겠죠 회사 에서 지금 저희 갖고 계신 프로 짜리 카러 트론 같은 경우 저희 없애 드린다는 예요 그리고 저희 신용 으로 해서 이제 금액 이상 으로 저희 잠깐 받아 보신 처리 드린다는 건데 어떠세요
9,인자 전화 고로 가지 듣기 들었습니다마는 그래 갖고 요즘 병원 가야거든 필요해요
10,필요하다니 따로 필요하신 없고 일단 고객 진행 드릴 있는데 여기 대해 비용 부되 신다는 예요
11,얼마나
12,그니까 저희 평점 같은 등급 같은 고객 변경 할려면 저희 권한 받아 와야 되거든요 위해 임의 대출 건수 발생 시킬 건데 거기 대해 비용 소모 되세요 센테이지는 프로 정도
13,얼마 다시 팔더라고요 하나 팔더라 네네 금액 얼마 인데 그래요
14,일단 오늘 진행 하시는 예요 저희 최소 금액 으로 진행 거고 하시면은 정도 판도 발생 하실 예요 거기 대해 이제 비용 청구 조금 되시죠 고객 아까 필요하시다고 하신 감독 실제 정도 되시면요 그럼 저희 둘를 생산 시켜 드리게 거고 거기 대해 비용 청구 얼마 들어가실 예요
15,그냥
16,하고서 에는 에서 프로 까지 받아 있으신
17,그러세요
18,알겠습니다 그럼 행사 없으신 니까 고객 보안 유지 주세요 맛있게
19,
1,안녕하십니까 저희 신한은행 이하일 이라고 합니다 금일 저희 으로 음성 안내 메세 드리시고 마이너스 통장 상담 문의 하신 고객 아니십니까 가지 여쭤 볼게요 케이프 에서 지금 자금 받으신 금리 프로 나오셨나요 굉장히 필요 카드 이용 하시니까 카드 이용 하시는 않으시겠어요 일단 지금 자금 계획 있으신 어떠한 용도 사용 하시라고 희망 하시는 건가 그거 이자 높아서 대안 한림 그럼 자금 그럼 대만 말고 신규 자금 가량 정도 있으시면 되는 거고요 알겠습니다 저희 한번 조회 보고 결과 안내 드려 거고요 마지막 으로 본인 확인 위해 고객 성함 이랑 생년 일만 여섯 자리 확인 한번 부탁드리겠습니다 소중한 정보 감사 드리고요 저희 한번 조회 해보고 결과 나온 대로 연락 드릴 텐데 아무래도 가조 소요 되는 시간 시간 에서 주인 까지 소요 되십니다
1,이제 채무 개월 이상 쓰셔야 이제 햇살 진행 가능하시거든요
2,햇살 쓰는 어떻야 된다고
3,저희 햇살 특성 채무 개월 이상 쓰셔야 햇살 진행 가능하지 거든요 아이 이제 개월 되시는 이제 채무 있으셔서 부분 이제 문제 생기신 겁니다 고객 께서 이제 어떻게 이제 하고 이제 퍼져 저축은행 같은 경우 이제 이제 저축 이제 정리 주시 저희 자금 받아 보시 어떻겠어요 고객
4,그건 인제 개월 수가 되니까
5,이제 걸리시는 저희 어떻게 이제 고객 정리 주신다 하시 하시면 저희 에서 바로 진행 가능하시고 이제 오늘 으로 이제 바로 송금 가능하시니까
6,일단 그건 해결 해야지 된다는
7,근데 이제 하고 페퍼토츠 은행 잖아요 에서 이제 군데 이제 정리 하셔도 저희 에서 자금 나가거든요
8,아니고 만요
9,고객 같은 경우 이제 이제 군데 가지 계시잖아요 근데 이제 고객 이제 대출 받으시는 필요해서 받으시는 건데 없어서 받으시는 건데 정리 하시 기는 어려우실 아니에요 러시 니까 이제 군데 우선 정리 주시 저희 에서 자금 이미 무리 없이 나가거든요 근데 이제 이렇게 보시면은 금액 금액 이다 니까 이제 신데요 금액 잖아요 지금 이자 납부 하시고 이제 팩퍼 같은 경우 이제 원리금 균등 아예 방식 으로 이제 내시구요
10,라면 저기 걸아야 라면 갚아야지 그래 그렇지아 이자 프로 패퍼 보액 아니요 고객 그리 그러셔 봤자 어차피 이제 이제 고객 께서 갚아 버리잖아요
11,그러셔도 이제 페퍼 조칭 은행 저희 으로 오게 있어요 돼요 말씀드리는 군데 정리 하셔도 이제 폐퍼 은행 저희 으로 이제 가능하시다고 말씀 드리는 예요 이제 고객 께서 이제 이제 잠시 잖아요 만약 정말로 힘드시다 하시면 우선 과장 한테 말씀 올려서 이제 부분 너무 힘드시다 하셔서 아니면 그냥 일부 이제 변제 하시겠다 하셨다 이렇게 얘기 말씀 드릴 있으세요 러시 어떻게 고객 변제 가능하신 건가 그러면 힘들잖아 많이 힘드세요 이제 그니까 이제 일부 변제 하시면 되세요 이제 우선 먼저 일부 변제 하신 다음 에요 고객 께서 이제 연체 하시겠다 이제 저희 에서 진행 가능한 니깐
12,일부러 얼마
13,우선 지금 나오시는 부분 에서 이제 이제 먼저 이제 일부 도와주시구요 변제 주시구요 이제 변제 잠시 이제 먼저 변제 하시고 이제 그리고 고객 께서 이따가 과장 한테 지금 전화 가실 예요 그러면 그때 하시겠다 이렇게 하시면 무리 없이 무리하 무리 없이 그냥 오늘 에까지는 자금 나가시구요
14,
15,동양 피시방 어떻게 진행 드릴 까요 이렇게
16,그러면 어느 해야 돼요 이요 체람
17,페퍼 같은 경우 이제 고객 께서 잠시 페퍼 에서는 고객 께서 이미 내신 금액 있기 에요 어차피 선선 저희 대안 대안 하면 이제 상관없으니깐 이제 먼저 이제 변제 처리 하시는 제일 빠른 방법 같아요 여세 과목 했을
18,어떻게 지금 변제 가능한지 체람 체람
19,
20,정도 되는데
21,그렇죠
22,거기 이면 되잖아요
23,그렇죠
24,거든요 세람 라고요
25,한텐 아까 라고 말씀 하시지 않으셨어요
26,아니고 다른 자은 에기 UI 자모 에기 예요 섣불러 아까 얘기 같아요
27,아이유 같은 경우 라고 하셨고요 한테 그리 리드 코프 이제 태광 대불 이제 이제 페퍼 이제 새로 저축은행 아시 아니신 건가
28,세라 에요
29,이제 빌리셨어요 세라 잠시 이렇게 되시면 우선 원만 납부 하시면 되세요
30,
31,오늘 이제 납부 이제 처리 가능하세요 현재
32,
33,세라 이제 이제 처리 가능하시구요 그러면 과장 한테 이제 힘드시니까 이제 변제 하신다 이렇게 말씀 올려 드릴게요 우선 잠시 우선 고객 께서 이제 일부 변질 하시면요 저희 에서 이제 우선 한도 올라 나가실 있는 이제 의향 있으세요 기선 그러다 보니 그러다 이제 따로 우선 그거 나중 과장 이랑 얘기 하시면 되시구요 이제 법무 이제 납부 처리 이제 말씀 한번 다시 드려 드릴게요 고객 께서 이제 잠깐 저축은행 이제 대한 부서 이제 변제 진행 하실 반드시 법무 납부 증명서 이제 끊어 달라 하셔야 돼요 여보세요
34,
35,래야 그래야만 이제 당일 자금 받으실 있으시구요 저희 실수 아니면 고객 실수 부결 되실 이제 해당 금융 에서 이제 돌려 받으실 있으세요 이제 그니까 법무 납부 법무 납부 증명서 끊으실 이제 법무 비용 발생 되시는데요 저희 에서 복무 비용 면제 넣어 드렸으니까 비용 따로 내주셔도 되구요 잠시 이제 오늘 으로 바로 진행 가능하신 맞으시구요 잠시 그럼 우선 저희 에서는 법무 계좌 있고 가상 계좌 있는데요 설명 드신 여보세요 혹시 지금 통화 정말 가능하신 맞으시죠 우선 가상 계좌 처리 하시면요 고객 께서 저희 에서 부결 하시 처리 하시면요 환급 되시구요
36,이제 주문 주선 처리 들어가셔서요 이제 고객 이제 부득이 상황 오실 있으세요 그러니까 이제 법무 계좌 납부 하시면 이제 업무 으로 고객 우선 법무 계좌 받으 신다고 말씀 올려놓을게요 우선 잠시 우선 이제 사과 올려 드릴 거든요 그러시면은 이제 메모 준비 주셔야 돼요 사과 에선 그니까 이제 우선 지금 신사 올려 드리면은 시간 정도 소요 되세요 이제 전화 가시 니깐 이제 심사 전화 받아주시구요
37,계좌 번호 문자 보내주면 돼요
38,문자 저희 에서는 개인 으로 이제 문자 보내 드려요 이제 그니까 사과 에서 이제 메모 하라 하실 예요
39,
40,알겠습니다 그러면은 이제 메모 하시면 되시구요 우선 심탁 올려 드리겠습니다 담당자 이성규 였습니다
1,여보세요 사장 여기 무신 인데 저희 으로 입출금 가능한 계좌 임대 주시 저희 임대료 드리고 있는데 생각 있으세요 아닌에요 육법 이청 불법 그거 불법 든지 불법 이에요 사장 길회을 가셔다 담배 피더 라도 불법 고요 근데 하지만 선장 보안 으로 저희 진행 하잖아요 사장 으로 저희 받는 통장 받고 입출금 가능한 저희 계좌 받고 있는데 그래요 혹시 번호 연락 주시 돼요 알습
1,여보세요
2,아까 통화 도움 드렸던 담당자 에이 쓰리예요 저희 고객 지난주 도움 드렸던 안전 보안 로드 지금 제대로 되신 제대로 되셨기 다시 한번 안내 도움 드릴 건데 고객 잠깐 빠르면은 정도 안내 드릴 건데 잠깐 통화 괜찮으시겠어요
3,포알 모드
4,
5,근데 그거 저번 그거 안내 브이 쓰리 그거 그거 삭제 라고 하신 건가 고객 께서 어떤 땜문 러시 번예 언니 알겠습니다 고객
6,잠깐 고객 카카오 확인 가능하시겠습니까
7,근데 그게 지금 급한 건가 봐요
8,아니요 급한 아닌데 고객 께서 접수 드리기 해서는 지금 고객 께서 필요하시기 안내 드린 부분 인데
9,궁금해서 여쭤 보는 건데 하는 하는데 궁금해서 하는데 지금 급한 건지 궁금해서요
10,저희 고객 접수 신청 드린다고 했잖아요 근데 저희 고객 께서 계약서 관련 이라든지 공론 요청 부분 저희 고객 께서 완료 되어 있으셔야지만 고객 정상 으로 대해 진행 하시고 별다른 문제 없이 진행 가능하시기 부분 고객 께서 지난주 안내 드렸던 건데 고객 께서 지금 부분 지금 되신 같으셔서 다시 한번 고객 안내 도움 드릴려고 전화 드린 건데
11,그니까 공문서 그런 계약서 받으려면 이제 깔아야 된다고요
12,맞습니다
13,공민 서류 그냥 전화 받아야 되나요 이런 스마트폰 으로 받아야 되나요 텍스 그런 받으면 될까
14,갑자기 저희 고객 어떤 부분 지금 그러는
15,그냥 택스 마다 찾아 갖고 지금 핸드폰 약간 맛시 왔어요 아까 전화 받으려면 한참 기다려야지 전화번호 누를 있고 지금 약간 문자 보내는 약간 카톡 열무 오래 걸리고 그래 갖고 인지 넣으면 심방 면령 됐던 봐서 택스 지금 바로 있으니까 택스 받아놓으면 좋을 같은데
16,근데 저희 고객 께서 지난번 이제 핸드폰 으로 하시는 전자 계약서 진행 하신다고 하셔서 아예 먼저 등록 버렸는데 갑자기 지금 오셔서 말씀 바꾼다고 하면은 에다가 이렇게 말씀드리는 많이 난감한 부분 이기
17,그런 하죠 어머님 어떻게 하세요
18,죄송합니다 고객 미리 양해 드리구요 지난주 금요일 고객 께서 처음 말씀 하실 말씀 이렇게 어떻게 해서 어떻게 진행 하시겠다 먼저 말씀 주셨으면 예약 드렸었는데
19,지금 아직 그러면 진행 부분 없는데 지금 에도 그렇게 주시 돼요
20,이미 일단 저희 요청 드린 부분 이기 변경 하시게 되면 시간 소요 걸리실 텐데
21,저희 일단 고객
22,카톡 에다가 보내 드렸거든요 그냥 다운로드 하신 다음 완료 되시면 설치 하시고 설치 하시면은 또는 실행 버튼 눌러주시면 된다고 말씀 그때 그게 보자 그래 다운 노자 현대 캐피탈 보안 모듈 이라고 해서 전자 계약서 관련 해서 드린다고 말씀드렸구요
23,그걸 안내 해준다는 거고요 그러니까 그게 고요 정확히 다운 받는
24,보안 모델 이라고 생각 주시 되십니다
25,이야
26,
27,인가요 현대 캐피털
28,지난주 설치 하셨을 기억 나시나요
29,제하 없어졌어요
30,그거 고객 한테 말씀드렸었잖아요 고객 진행 하시고 나서 고객 께서 자금 수령 끝나시면은 부분 대해 전자 계약서 관련 해서 안내 드린다고 말씀드렸는데 알겠습니다 그때 담장 통화 설치 하고 는데 어떻 확인 수가 있어요 아예 걸려요 죄송합니다 고객 일단 한번 확인 보시겠습니까
31,지금 보내셨다고요 카톡 으로
32,카카오 한번 확인 보시겠어요
33,지금 카톡 전화 말씀 드리기 이상해 갖고 카톡 하나 확인 대로 되게 페이지 넘어가요 그래서 오래 걸리실 예요 잠시
34,괜찮습니다
35,아이디 비밀번호 이러 있어서 연락 했었는데 아무런 답변 없었다고 하시고요 그리고 외부 지금 아이템 이라서 외부 로는 이을 받고 있는데 따른 같은 없는데 외부 바로 가로 여보세요 얘기 같아서 주문 됐거든요 지금 다운 받고서는 설치 하면 되는
36,설치 버튼 누르시게 다운로드 완료 됐습니다 뜨시잖아요 그러시면은 로고 뜨실 건데 그다음 설치 하시고 설치 완료 되시면은 열기 또는 실행 버튼 있으신 누르시면 된다고 말씀드렸습니다 그럼 그렇게 할게요
37,하고 하면 되는 아닌가
38,고객 께서 통화 없이 괜찮으시겠어요
39,지금 통화 길이 어려우니까 에서 일단 여기 직원 같이 계셔 갖고 안녕 까면 되는 설치 하면 되는
40,맞습니다
41,얼마 으리 매드 입니다
42,알겠습니다 통화 많이 어려우신 같으신 설치 완료 되시면 카카오 번만 말씀 부탁드리겠습니다 그럼 하고 오나요 저희 고객 통화 끊으시면은 웨이 크레디트 에다가 공문서 요청 해서 고객 께서 전화하시면은 국문 확인 하고 이렇게 납부 처리 있도록 지금 빠른 마무리 드릴 이제 제일 중요한 고객 납부 처리 하시고 납부 했다는 법무 납부 증명서 발행 하셔야 되잖아요 그거 대해 지금 바로 요청 겁니다 고객 일단 으로 요청 하고 나서 말씀드릴 거고 설치 완료 되면 말씀 부탁드리겠습니다
43,알았습니다
44,알겠습니다
45,감사합니다
1,여보세요
2,여보세요 선생님 일단 확인 됐구요
3,선생님 일단 확인 됐고요
4,발급 비용 같은 경우 대출 금액 프로 지금 으로 확인 되셨고 말씀드린 처럼 대출 승인 받고 납부 금액 선생님 께서 원하시는 계좌 직접 반환 이루어지실 입니다 선생님 께서 진행 오늘 가능하시겠습니까
5,오늘 가능한데요
6,그러면 언제 가능하실까
7,어디 가면 되나요 법무사 사무실 가야 되는 잖아요
8,아니요 최희 선생님 께서 직접 방문 하는 아니구요 저희 법무사 에다가 담당자 배정 하면은 담당자 이제 저희 선생님 께서 이제 송금 처리 하시고 저희 으로 서류 들어오면 되는 거든요
9,
10,저희 선생님 께서 이제 채무 자시잖아요
11,그렇죠
12,최선 굳이 직접 방문 하실 필요 없는 그럼 언제 가능하시겠습니까
13,거기 약수동 있는 있거든요 아무 상관없는데 나서 다른 되는데 기렸다
14,일단 선생님 담당자 배정 받으면은 담당자 한테 저희 선생님 께서 송금 처리 하시면 되시거든요 아니면 저희 선생님 께서 법무사 에다가 직접 전화하셔도 되시는 거고 일단 납부 지금 바로 가능하신 예요 혹시 저희 선생님 성함 으로 요름 으로 납부 하시나요 저희 선생님 성함 으로 이름 이름 으로 납부 있고 납부 하시는 은행 어디 가요
15,SC 은행
16,제사 께서 인터넷 뱅킹 이신 가요 아니면은 자동 인터 패킹 인가요 아니면은 패킹 인가요
17,스마트폰 뱅킹
18,선생님 그러면요 담당자 확인 하고 바로 연락 드려도 되겠습니까 알겠습니다
1,고객 상담사 김정호 입니다 고객 소득 만을 담보 해서 대출 나가시기 관련 해서 대출 계약서 상의 가지 특약 사항 포함 되실 텐데요 지금 부터 가지 특약 사항 대해 말씀드리겠습니다 들으시는 도중 이라도 모르시거나 이해 되지 않은 있으면 바로바로 여쭤 보셔도 됩니다 첫째 고객 께서 대출 지급 받으신 이후 개월 이상 연속 으로 장기 연체 하시거나 개월 이상 의적 으로 납부 회피 하는 상황 발생 됐을 저희 은행 에서는 법원 명령 만으로 고객 소득 대해 강제 추심 들어갈 있다 이를테면 압류 들어갈 있다 라는 조항 하나 들어가십니다 번째 조항 이해 하셨습니까 번째 고객 께서 대출 지급 받은 이후 혹시 라도 개인 위생 이나 신용 회복 또는 파산 신청 하시더라도 이번 대출받는 이번 실행 되는 대출 내용 포함 없다 라는 조항 들어가십니다
2,번째 조항 이해 하셨습니까 가지 특약 사항 대해 법적 효력 얻기 위해 공증 설정 진행 건데 공증 설정 진행 하는 방법 가지 있습니다 고객 께서 직접 선택 하시면 되구요 하나 고객 께서 변호사 직접 선임 해서 진행 하는 방법 있으시구요 하나 저희 은행 위임 진행 하는 방법 있으십니다 어느 방법 으로 안내 드릴 까요
3,공증 설정 진행 하는 이유 고객 소득 만을 담보 해서 대출 진행 되는 대출 상품 이기 고객 소득 대한 일차 추심 대한 권한 저희 햇살 저축 운행 으로 부여 주셔야 하기 입니다 그러면 먼저 말내 주세
4,이해 하셨습니까 공증 업무 진행 하는 방법 대해 하는지는 러시 저희 은행 에서 진행 되는 경우 대해 설명 드리겠습니다 저희 은행 위탁 계약 맺어진 법무 법인 소속 변호사 께서 고객 전화 하실 겁니다 러시 고객 저희 변호사 통화 되는 모든 내용 지금 처럼 전화 녹취 통해 이겨지실 거구 녹취된 내용 근거 변호사 께서 녹취 공증 진행 하게 겁니다 전화 통한 공증 설정 특성 변호사 께서 여쭤 보시 질문 사항 들어 보시구요
5,바다
6,틀리다 라고 정확하게 답변 주시 공증 설정 끝나게 됩니다 그렇게 작성 공증 서류 고객 께서 지정 주시 주소지 주로 저희 등기 우편 발송 처리 드리고 있습니다 공증 진행 하는 방법 이해 하셨습니까 지금 전화 녹음 하고 계시는
7,역하하 하셨습니다
8,고객 께서 신청 하신 출금 이지 않습니까 잠시 대한 공중 위임 십이만 발생 되시는데요 여기 발생 되는 중이 저희 은행 에서 전액 지원 처리 드리고 있습니다 다만 지원 되는 절차 따라서 오해 없도록 추가 설명 필요할 같은데요 저희 은행 에서 일단 으로 이만 으로 지원 처리 드릴 겁니다 금액 제외 나머지 대해 서는 고객 명의 해당 업무 봐주 변호사 계좌 수납 하신 확인 되셔야 합니다 공증 업무 진행 하는 이유 고객 변호사 과의 법적 효력 얻기 위해 진행 되기 고객 실명 으로 변호사 수납 계좌 수납 근거 자료 있어야 공중 업무 진행 됩니다 고객 께서 수납 하신 근거 자료 통해 고객 변호사 과의 법적 효력 얻을 있구요
9,래야 고객 명의 공증 예약 서류 발급 가능하십니다 수납 하신 공증 위임 대해 서는 가결 처리 나게 되면 고객 께서 대출 신청 하신 수납 하신 공중 기입 까지 포함 해서 으로 지급 처리 되시구요 만약 부결 처리 되면 공증 설정 진행 이유 없게 되지 않습니까 그렇게 되면 해당 업무 해당 변호사 께서 고객 계좌 으로 다시 환불 조치 드리고 있습니다
10,까만 내야 된다 그래요
11,그렇습니다 어차피 지금 오늘 수납 하시면 심사 지금 서류 올리고 심사 사과 올리면 시간 에서 시간 고객 한테 전화 갑니다 근데 지금 아무리 빨리 서류 꾸미고 올린다 해도 정도 돼야 고객 심사 과장 전화 하시거든요 그렇게 되면 어차피 오늘 대출 수령 하십니다 에서 사이 가결 하시는 분들 한해 순차 으로 대출 나가고 있는데요 대출 나가기 지금 말씀드린 로사 께서 공증 업무 받아 주셔야 하니까 어차피 오늘 되시거든요 근데 고객 께서 하실 의향 있으시면 내일 지가 내일 진행 하시는 맞는 같습니다 그리고 변호 변호사 계시기 시간대 별로 업무 시간 다르십니다 고객 께서 언제 수납 가능하신지 말씀 주셔야 시간 맞춰서 업무 가능하신 법무 법규 수납 계좌 보내 드리고 있습니다 대로 알려 드릴 없구요
12,뭐라 하는 방금 얘기 들으실 수도 있는데 먼저 이렇게 대출 진행 하는 과정 에서 긍정 영역 하는 문계는 없다고 그러잖아요
13,아이고 저기 솔직히 여쭤 주셔서 감사합니다 고객 께서 점잖게 여쭤 주시는데요 보이스피싱 아니면 이렇게 질문 하시는 같지 않습니까 아유 맞습니다 저희 지금 하고 있는데요 이런 솔직히 처럼 점잖게 질문 하는 있고 하시는 있구요 하는 어딨습니까 어디 니까 설명 드릴게요 고객 께서 납득 할지 모르겠지만 대한민국 저축은행 군데 넘게 있답니다 모르는 저축은행 수백 있구요 그래서 저희 은행 같은 경우 저희 햇쌀 저축 은행 개인 포털사이트 개인 운영 하는 포털 사이트 지금 네이버 다음 증재 되잖아요 그럼 저희 본사 에서 주고 내려 달라 삭제 달라 형편 입니다 왜냐하면 저희 회사 결종 사치 에서 고객 우려 하시는 보이스피싱 라든가 나쁜 업종 으로 이용 하는 엄청나게 맞습니다 그래서 저희 홈페이지 일부러 기존 고객 분들 아니면 안내 드리고 있습니다
14,불안하시면 번째 방법 있습니다 고객 께서 직접 변호사 선임 해서 진행 하는 방법 있으십니다 그렇게 진행 해도 거기 발생 하신 공중 이임 대해 저희 전액 지원 처리 드리고 있습니다
15,그러면은 번째 하면은 어떻게
16,설명 드릴게요 고객 주소지 관할 법원 지정 하시구요 거기 있는 법무 법인 지정 하신 다음 해당 법무 법인 소속 변호사 직접 선임 하시고 진행 하시는 방법 있으십니다 해당 법무 법인 변호사 전화번호 저희 에게 알려주시구요 저희 법무 범위 지금 까지 일정 조율 해서 진행 하는 방법 있으십니다 그렇게 진행 하시는 제일 깔끔하실 같습니다 해당 저희 지역 에는 그거 하는 말씀 하셨어요 고객 편하신데요
17,근무 지역 근무 지역 편하니까 근무 지역 하고 근무 지역 법무 법인 법무 법인 소속 변호사 직접 선임 하시면 됩니다 변호사 해서 변호 산데 변호사 선생님 한테 변호사 한테 어떤 으로 설명
18,소득 담보 똑같이 말씀 하시면 됩니다 은행 에서 인설 저축은행 에서 소득 담보 대출 받을려고 합니다 소득 만을 담보 해서 그러기 위해 공증 업무 필요하다고 하는데 도와주실 있겠습니까 라고 의뢰 하면 에서도 그러면 공중 이임 수임료 얼마 나올 겁니다 라고 하실 겁니다 그럼 그거 먼저 처리 주시구요 저희 에서 가결 처리 나게 되면 고객 신청 하신 공중 입력 영수증 보내주시면 저희 그거 까지 다시 환불 조치 드리고 있습니다
19,확인
20,확인 하시고 내일 다시 한번 전화 시오 그리고 이사 분명히 있으시면
21,알겠습니다 그러면 한번 전화 해볼게요
22,서류 넣어주셔야 되구요 서류 근데 일단 재직 중이 면서 저희 담당자 넣었으면 해야지
23,그래요 알겠습니다 그럼 추가 좀시다 알겠습니다 준비 되면은 팩스 번호 이구일구
24,맞습니다
25,그러게나
26,일구 육구일구
27,일육 알겠습니다
28,감사합니다 상담사 김종호 대리 었습
1,여보세요 여기 지금 대출 보증 쓴다고 했는데
2,보증 쓴다고 했는데
3,보증 쓰신다고 하셨다구요
4,보증 쓴다고 했는데 보증 만약 보증 돼요 된다고 단순 신문로 얘기 했어요
5,
6,근데 이제 거기 기록 수가 있고 불이익 수도 있다고 얘기 했거든요 지금 전화 지금 지금 전화한 누구
7,저희 이세
8,맞는 건가
9,지금 서류 저희 한테 보내 주시
10,전혀 보낸 없어요 근데
11,그러면 니까 남죠
12,
13,
14,지금 아까 여기 번호 전화 오신 여자 남는다고 한테 약간 협박 탁해요 얘기 어떤 문의 들으셨는데요 이름 모르겠는데 번호 전화했는데 번호 먼드
15,어떻게
16,
17,핸드폰 번호 아니요
18,번호 전화 받세요 번호
19,번호 전화 오셨다고요
20,중세 이분
21,잠시
22,근데 거기 상담 하셨는데
23,거기 어디
24,중개 업체 예요 고객
25,중계 업체 고요
26,
27,아까 전화 봤을 신한 금융 이라고 하던데
28,그니까 신한은행 이나 신한 캐피탈 저축은행 으로 으로 저희 준결 드리고 있어요
29,금연 전화 받는데 아까 신한 금연 아니네요 그럼 게스 정리 전화 아까 받았을
30,시당 금융 이라고 통화 하죠
31,친한 금융 성부 기점 이에요
32,
33,정확하게 보면 은행 그럼 신한 금액 예요
34,중개 업체 라고 생각 주시 되세요
35,그러면 신한 금융 이라고 성북 지점 이라고 얘기 하면
36,한적 으로 나온 열사 니까 한적 으로 저희 중개 요체 역할 해드리는 니까 그냥 순환 금액 이라고 얘기 드리는 겁니다
37,그래요 그럼 아무튼 팩스 보냈는데 보냈거든요 그럼 단순 그니까 번호 연락 오기 이제 처리 했을 팩스 잠깐 동의 작성 하잖아요 동의
38,당사 전화 아무 오시 번호 그냥 전화 들어가셨다고요
39,아니에요 마지막 최종 번호 교단 들어와
40,번호 핸드폰 번호 가입 합니다
41,거기 근데 거기 에이스 배출 이라고 가지 여기 거기 아니네 에이스 대출 에이스 배출 이라고 하던데 재밌게 하는 겁니다
42,처음 어떻게 됐어요 고객 휴대폰 번호 가르쳐 주겠습니까 지금 지금
43,재고 돌려
44,아니요 고객 말고요 전화 들어가셨던
45,하시고요 여기 배달 속이겠어요 제일 최초 한테 연락 왔던 거기
46,확인 보고 연락 드리겠습니다 고객 핸드폰 번호 여기 있으니까 연락 드릴게요 그럼 지금 전화 받으신 분호 성환 어떻게 되세요 바뀌는 과장 입니다 고객
47,박기윤 과장 이요 그런 없는 건가
48,부서 같은 있는데 저희 요청 들어가시니깐 금방 전화 드릴게요 고객 서류 들어 서류 스러우신 없으시니까 유가 남거나 러신 전혀 없으세요
49,여자 번호 전화 여자
50,해봐시오 그렇게 얘기 했는인 해드릴게요 먹었거든요 전해 알겠습니다 저희 남기신 그런 없으시니까 말씀 들으신 수도 있으시니까 확인 보고 연락 드릴
1,오전 날씨 에요
2,오전 연락 드릴 니까 저희 업무 같은 부분 정도 저희 보거든요 그래가지고 에는 무조건 가실 예요 연락
3,한편 만들 있어요
4,안현 저희 으로 승인 나셨어요 고객 승인 처리 받아 왔기 승인 받아 왔습니다 고객
5,대출 나간다고 승인 됐는데 오늘 안되고 내일 다른다고요
6,그리 출금 이제 내어 드리는 한도 자체 오늘 나갈 있는 한도 자체 초과 돼가지고 그래서 내일 으로 연락 다음 대충 같은 경우 바로 송금 해주 해드리는 예요 저희 에서
7,그럼 송금 저기 대출 받을 계약 어디 라고 하는 예요
8,계약서 같은 경우 저희 이제 자금 떨어지신 다음 고객 한테 이제 계약서 가지 보내 드리고 작성 하신 다음 초본 이랑 같이 보내주시면 되시는 예요
9,우편
10,우편 으로 가면 되시나요 혹시
11,그건 괜찮은데 어느 어느 회사 하는지를
12,현대 저축 나이터 있나요 고객
13,어전 그러면 전화 주세요 아까 워낙 확고하게 얘기 하셔가지고 군데 지금 연락 왔는데 한다 그랬거든요 하셨구나 그리고 개인 적으셨으니까 개인 으로 부탁 있어가지고
14,
15,거기 지금 오늘 저녁 할까 지금 얘기 생각 하고 있는데 그셨구 여기
16,그러면 일단 지금 이따가 일단 장님 한테 다시 한번 정확히 말씀 드린 다음 다시 연락 드려 볼게요 고객
17,오늘 내게 해주셨으면 좋겠는데
18,오늘 저희 내어 드리고 싶은데 저희 저희 자금 없으니까 내어 드리죠 고객
19,된다는
20,내일 다시 새롭게 이제 하는 니까 내일 저희 바로 내어 드릴 있어요
21,오전 되는 예요 그러면
22,
23,알겠습니다
24,지금 다시 한번 연락 드릴게요
1,고객 감사합니다
2,근데 전화해 니깐 없으시다고 하던데요
3,어느 부분 연락 주신 건가
4,잠실 우리은행 건물 증터
5,인터넷 지점 여러 군데 있어요 주신 맞으신 가요 맞습니다 그게 영업일 연락 주신 맞구요 영업 아니고요 대표 호로 잠실 지점 저희 지점 크다 니까
6,
7,으로 이제 일반 부서 에서는 저희 대출 직원 모를 수도 있어요 대출 영업 대출 으로 연락 하셔서 확인 보시면은 이제 확인 되시는 부분 시구
8,대출 대출 팀영
9,그리고 고객 삼성 카드 같은 경우 에는 고객 께서 삼성 카드 연락 주시 완납 처리 주시 잖아요 저희 한테 드리는 없고
10,근데 카드 에서 확인 되니깐 그게 그러면 지금
11,얘기 말씀 드렸어요 고객 법무 납부 증명서 같은 경우 공문서 이미 확인 되셨기 다른 이런 상담 확인 수가 있어요 앞전 에도 분명히 말씀드렸다시피 납부 처리 바로 들어가는 아니고 상환 처리 고객 께서 저희 대출 받아 보시거나 아니면은 고객 고객 께서 이제 정도 다른 대출 진행 으로 해서 저희 부결 나실 경우 고객 께서 다시 환급 받아 보실 있도록 중간 지금 법무 에서 보관 하고 예치 하고 있는 상황 이라서 고객
12,근데 그러면 삼성 카드 확인 어떻게 하죠 전화해서
